id,name,address,postcode,city,category,tags,creationyear,description
"dessine-moi-un-espace","Dessine moi un espace","46 rue René Clair",75018,"Paris","Entreprise","ecommerce|marketplace|culture|environnement|mobilité",2014,"DMUE a développé un site web doté de filtres de recherche afin de trouver ou proposer des espaces libres sur de courtes durées, de 1h à 1 journée. DMUE recense les espaces traditionnelles de location, mais aussi des lieux détournés de leur usage 1er."
"deuxio","DEUX.IO","35 rue des petits champs",75001,"Paris","Entreprise","growthhacking|seo|abtests|B2B|acquisition",2012,"DEUXIO est une agence de conseil en croissance web (aka ""growth marketing""). Nous aidons nos clients à développer l'audience & le chiffre d'affaire de leur activité sur le web. Plus vous gagnez, plus nous gagnons, c'est aussi simple que ça."
"devalley-entertainment","DEVALLEY ENTERTAINMENT","27, boulevard Saint-Martin","75003","Paris","Entreprise","jeux vidéo|portable|applications mobiles","2003","DeValley Entertainment est un studio de création de jeux vidéo pour plateformes mobiles (Smartphones, tablettes et consoles de jeu portables)."
"devcomweb-micrologiciel","DEVCOMWEB MICROLOGICIEL","25 AVENUE MARCEL DASSAULT","93370","MONTFERMEIL","Entreprise","logiciels|B2B|informatique","2003","Entreprise spécialisée dans le secteur d'activité des autres activités informatiques."
"deveryware","Deveryware","5 rue du Helder","75009","Paris","Entreprise","géolocalisation|api|geohub|mobilité","2003","Deveryware est un opérateur de géolocalisation spécialisé dans la fourniture et l’exploitation des données de localisation géographique à destination d’applications géo-dépendantes."
"devinci-fablab","Devinci Fablab","12 Avenue Léonard de Vinci","92400","Courbevoie","Tiers-lieu","fablab|étudiants|apprentissage","2014","Lieu de création, d’apprentissage et de partage dédié aux étudiants des écoles du pôle universitaire"
"devolia","Devolia","21 boulevard de Sébastopol","75001","Paris","Entreprise","agence","2005","Devolia est une agence conseil en communication digitale qui accompagne les entreprises et les institutions dans la conception, la réalisation et l’exploitation de dispositifs de communication multicanaux."
"devoteam","Devoteam","73 rue Anatole France","92300","Levallois-Perret","Entreprise","télécoms","1995",
"deways","Deways","12 rue Riquet","75019","Paris","Entreprise","marketplace|autopartage|économie collaborative","2010","Deways est une plateforme communautaire de location de voitures entre particuliers."
"dhcom","Dhcom","2-4 avenue de la Cerisaie","94260","Fresnes","Entreprise","sécurité","1988",
"diag21","Diag21","Association Diag21 Telecom Paristech - 46 rue Barrault","75634","Paris Cedex 13","Entreprise","ocds","2009","Vocation internationale, est dédiée à l’optimisation de la testabilité, du diagnostic et du pronostic des systèmes complexes dans les domaines aéronautique, spatial, terrestre, automobile, ferroviaire et marin"
"diconex","Diconex","12 avenue des CuresZI","95580","Andilly","Entreprise","télécoms","1988","fabrication de composants hyperfréquence"
"dictao","Dictao","152, avenue de Malakoff","75116","Paris","Entreprise","sécurité","1994","Architecte et bâtisseur de systèmes de confiance, Dictao s’est spécialisé sur les problématiques techniques liées à la sécurité des systèmes d’informations et à la dématérialisation des flux."
"dieter-hougan","Dieter Hougan","46 rue Richer","75009","Paris","Entreprise","B2B|vidéo","2013","Dieter Hougan est une agence de création de vidéos dédiée aux startups."
"digeetis","Digeetis","14 rue soleillet","75020","paris","Entreprise","smartphone|web","2012","Digeetis est une agence digitale spécialisée dans le développement d'application sur smartphone et tablette."
"digibidi","DigiBiDi","199 rue des Pyrénées","75019","Paris","Entreprise","bande dessinée|édition","2008","DigiBiDi opère une plateforme qui permet la location ou l'achat en ligne de bandes dessinées sous forme numérique."
"digicoop","Digicoop","10 rue Lechapelais",75917,"Paris","Entreprise","collaboratif|applications|outils|opensource|cloud",2015,"Outils collaboratifs innovants pour les entreprise:
Kantree (gestion de projets), Polynote (éditeur de notes), Kaiwa (client Web XMPP). Applications disponibles en cloud et en auto-hébergement."
"digikaa","Digikaa","110 rue des Poissonniers","75018","Paris","Entreprise","réseaux sociaux|professionnel","2011","Digikaa est un réseau social professionnel pour les talents du web et du mobile."
"digital-immersion","Digital Immersion","114 rue Michel-Ange","75016","Paris","Entreprise","vidéo|360|photo|b2b",,"Digital Immersion est une agence d’imagerie virtuelle spécialisée dans la création et la diffusion de vidéos 360°, de photos panoramiques et de visites virtuelles pour le web et le mobile."
"digital-mammouth","Digital Mammouth","62 rue Saint-Lazare","75009","Paris","Entreprise","applications mobiles|développement|ecommerce|b2b","2010","Digital Mammouth est une agence de développement web spécialisée dans la conception et l'implémentation d'applications sociales et e-commerce avec un focus sur les méthodologies agiles, la qualité des interfaces et la haute performance."
"digital-music-solutions","Digital Music Solutions","118 AVENUE JEAN JAURES","75019","PARIS","Entreprise","édition musicale|musique|innovation","2015","Entreprise spécialisée dans le secteur d'activité de l'enregistrement sonore et édition musicale qui a créé une plateforme innovante de partage et découverte de musiques."
"digital-non-sense","Digital Non Sense","123 rue de Tocqueville","75017","Paris","Tiers-lieu","hackerspace|opensource",,"Digital Non Sense est un hacklab libre orienté code, hack, reverse engineering, crypto et open source."
"digital-simulation","Digital Simulation","7 rue Denis Papin","95280","Jouy le Moutier","Entreprise","géolocalisation|mobilité","2010","Digital Simulation fournit une solution, matérielle et logicielle, de géolocalisation augmentée."
"digital-village","Digital Village Seine et Marne","6 rue Antoine Lavoisier","77680","Roissy-en-Brie","Tiers-lieu","incubateur|coworking","2013","Incubateur de freelances et startups,proposant également un espace de coworking dédié aux activités digitales."
"digital-village-paris","Digital Village Paris","4 rue Charcot","75013","Paris","Incubateur","incubateur|coworking|indépendants","2011","Situé dans le 13ème arondissement de Paris, Digital Village Paris est un incubateur ayant comme particularité d'héberger  freelances et  startups à la fois. Il propose également des bureaux pour le coworking."
"digitalebox","DigitaleBox","20 rue Chartran","92200","Neuilly sur Seine","Entreprise","data|web","2013","DigitaleBox est le logiciel de campagne web pour les associations et ONG, les candidats et organisations politiques, les entreprises et administrations"
"digitalia","Digitalia","106 rue du Chemin Vert","75011","Paris","Entreprise","applications mobiles|B2B|graphisme","2015","Il accompagne les marques et les éditeurs de contenus dans leurs projets d'applications sur l’ensemble des supports mobiles avec des solutions innovantes et créatives en couvrant l'ensemble de la chaine de valeur du mobile."
"digitalkeys","Digitalkeys","78 rue Beaubourg","75003","Paris","Entreprise","communication|b2b","2007","Digitalkeys est une agence de communication digitale."
"digiteo","Digiteo","Espace Technologique- Immeuble Discovery - route de l’Orme des Merisiers - RD 128","91190","Saint-Aubin","Entreprise","ocds","2007","Digiteo compte 12 membres fondateurs et associés (CEA, CNRS, Ecole Centrale Paris, Ecole Polytechnique, ENS Cachan, ENSTA ParisTech, Institut Mines-Telecom, Inria, Mines ParisTech, Supélec, Université Paris-Sud, Université de Versailles-St- Quentin)."
"digiworks","Digiworks","41 rue Beauregard","75002","Paris","Entreprise","création|interactif|ludique|b2b","2008","Digiworks est une agence marketing de création interactive : advergame, socialgame, gamification."
"dimelo-sa","DIMELO SA","32 RUE DE TREVISE","75009","PARIS","Entreprise","applications mobiles|logiciels|b2b","2006","Entreprise spécialisée dans le secteur d'activité de l'edition de logiciels applicatifs."
"diplomeo","Diplomeo","16 rue Saint-Marc","75002","Paris","Entreprise","éducation|orientation|étudiants","2011","Diplomeo est un service d'orientation et de mise en relation entre les étudiants et les écoles d'enseignement supérieur."
"direct-energie","Direct Energie","2 B rue Louis Armand","75015","Paris","Entreprise","énergie","2003","Direct Energie investit dans tous les maillons de la chaîne énergie depuis la production à la fourniture en passant par la distribution d'électricité et de gaz."
"discinnet-labs","Discinnet Labs","5 rue de l'Eglise","92100","Boulogne-Billancourt","Entreprise",,"2008","DISCINNET LABS conçoit et développe une plateforme web2.0 internationale de représentation collaborative des projets de recherche dans le monde."
"distene","Distene","Zone Teratec, 2 Chemin de la Piquetterie","91680","Bruyères-Le-Châtel","Entreprise","ocds","2004","Distene a pour mission de développer et proposer les meilleures compétences et technologies dans le domaine du pré-traitement et du post-traitement scientifiques."
"distribeo","Distribeo","14 rue Soleillet","75020","Paris","Entreprise","marketing|secondscreen|mobile","2009","Distribeo est spécialisée dans le marketing interactif et propose des applications mobiles de second écran pour la télévision."
"dixxit","Dixxit","42, rue d'Arthelon","92190","Meudon","Entreprise","communication|formation|B2B","1999","Agence éditoriale interactive, propose conseil en stratégie éditoriale, organisation et production de contenu, animation éditoriale et formation. Membre de seineouestdigital.fr"
"dl-sante","Dl Santé","10-12 rue Andras Beck","92360","Meudon","Entreprise","télécoms|biologiemedicale|conception de logiciels","2004","Entreprise spécialisée dans l'informatique des laboratoires de biologie médicale"
"dojo-buc","Dojo Buc","584 rue Fourny","78530","Buc","Tiers-lieu","coworking|bureaux partagés","2013","Dojo Buc fait partie de Dojocréa, un réseau incubateur et accélérateur d'entreprise proposant des bureaux de coworking pas chers."
"dojo-crea-republique","Dojo Crea République","24 rue Béranger","75003","Paris","Tiers-lieu","coworking|bureaux partagés","2012","Dojo République fait partie de Dojocréa, un réseau incubateur et accélérateur d'entreprise proposant des bureaux de coworking pas chers."
"dojo-republique","Dojo République","24 rue Béranger","75003","Paris","Tiers-lieu","coworking|bureaux partagés","2012","Dojo République fait partie de Dojocréa, un réseau incubateur et accélérateur d'entreprise proposant des bureaux de coworking pas chers."
"dojo-saint-martin","Dojo Saint Martin","41 boulevard Saint Martin","75003","Paris","Tiers-lieu","coworking|bureaux partagés","2012","Dojo Saint Martin fait partie de Dojocréa, un réseau incubateur et accélérateur d'entreprise proposant des bureaux de coworking pas chers."
"dojo-saint-maur","Dojo Saint Maur","77 avenue de la République","75011","Paris","Tiers-lieu","coworking|bureaux partagés","2012","Dojo Saint Maur fait partie de Dojocréa, un réseau incubateur et accélérateur d'entreprise proposant des bureaux de coworking pas chers."
"dojo-voltaire","Dojo Voltaire","4 rue de la Vacquerie","75011","Paris","Tiers-lieu","coworking|bureaux partagés","2012","Dojo Voltaire fait partie de Dojocréa, un réseau incubateur et accélérateur d'entreprise proposant des bureaux de coworking pas chers."
"dojoboost","Dojoboost","41 boulevard Saint Martin","75010","Paris","Incubateur","accélérateur",,"Dojoboost est un programme d'incubation et/ou d'acccélération pour startups proposé par Dojocrea."
"dojocrea","Dojocrea","24 rue Béranger","75003","Paris","Incubateur","startups|hébergement|accélérateur",,"Dojocrea est incubateur privé qui propose plusieurs lieux de coworking et d'incubation/accélération pour les startups."
"dontnod-entertainment","Dontnod Entertainment","140 rue d'aubervilliers","75019","Paris","Entreprise","Jeux vidéo|studio|console",,"Dontnod développe des jeux vidéo pour consoles HD à partir de concepts originaux et de technologies innovantes."
"doopera","Doopera","268 avenue d'Argenteuil","92600","Asnières","Entreprise","big data|hadoop|businessanalytics","2013","Doopera est une startup spécialisée dans les technologies du Big Data, née de la volonté de favoriser le traitement massif des données, par l’exploitation de solutions innovantes à destination de tous les secteurs d’activités."
"doranco-espace-multimedia","Doranco Espace Multimédia","10 rue Planchat","75020","Paris","École","multimédia|informatique","1992","Doranco Espace Multimedia est organisme de formation en informatique et multimédia et école supérieure des technologies créatives."
"dosisoft","Dosisoft","45 avenue Carnot","94230","Cachan","Entreprise","ocds","2003","DOSIsoft est une société française, Spin-off de l’IGR et de l’Institut Curie;  spécialisée dans • Le transfert technologique de la recherche • Le développement, la commercialisation, le  support et l’innovation d’applications logicielles, modulaires et complètes, dédiées à l’oncologie."
"dotemu","DotEmu","8 passage Brûlon","75012","Paris","Entreprise","jeux vidéo|retrogaming","2007","DotEmu développe des technologies permettant d'adapter massivement et rapidement des anciens jeux vidéo et logiciels sur les plateformes modernes : Internet, PC, Mobiles."
"dotgreen","Dotgreen","57 rue des Mathurins","75009","Paris","Entreprise","informatique|environnement|virtualisation","2008","Dotgreen est une société de conseils et de services informatiques spécialisée dans le domaine du green IT et de la virtualisation."
"dotvision","Dotvision","4 allée du Trait d'Union","77720","Lieusaint","Entreprise","sécurité|énergie|télécoms","2000","DotVision développe des briques technologiques, logiciels et solutions innovantes, ouvertes et évolutives dans les domaines de l’Internet des Objets, de la gestion intelligente de l’énergie, de la géolocalisation et des réseaux sociaux."
"doue-xxii","DOUE XXII","10 rue du général d'Harville","77510","Doue","Communauté","mairie|brienov","2012","Le projet DOUE XXII conçu par des habitants du village, la mairie (doue.fr) et par le Living Lab Brie’Nov (brienov.fr), propose de  construire, collectivement, le futur du territoire en concevant et animant des projets pour et par les habitants."
"dprm","DPRM","24 rue de l'Est","75020","Paris","Entreprise","marketing","2012","DPRM développe et propose DigitM , un outil pour gérer votre marketing digital et social."
"dps","DPS","2-4 rue Hans List, Espace Claude Monnet","78290","Croissy-Sur-Seine","Entreprise","ocds","1997","Digital Product Simulation est reconnue pour son savoir-faire dans l’intégration de l’analyse et de la simulation dans le processus de conception des produits industriels."
"draft-ateliers","Draft Ateliers","31 rue Pajol","75018","Paris","Tiers-lieu","fablab|coworking|ateliers","2014","Atelier de fabrication partagé connecté à un eshop, mettant en commun coworking et fablab"
"draka-comteq-france","Draka Comteq France","9 avenue du Marais","95100","Argenteuil","Entreprise","télécoms","1994","Equipements pour réseaux telecoms"
"dreem","Dreem","33 rue du mail","75002","Paris","Entreprise","santé|sommeil","2014","La start-up Dreem développe un dispositif portable permettant d’augmenter la durée et la qualité du sommeil profond pendant la nuit."
"drivy","Drivy","7 impasse Charles Petit","75011","Paris","Entreprise","marketplace|location|voiture","2010","Drivy est un service de location de voiture entre particuliers"
"drixe","Drixe","51 avenue du Président Wilson","93100","Montreuil","Entreprise","communication|web|b2b","2010","Drixe est une agence conseil en en communications digitales."
"dromon-next-media","Dromon Next Media","31 bd Magenta",75010,"Paris","Entreprise","culture|ebook|photographie|e-learning",2014,"Maison d'édition pure player, publication des premiers livres numériques interactifs de photo ( & plus) : ""ViewFinder Book"" - www.viewfinderbook.com"
"dsp-sport--dsp-event","DSP Sport/ DSP Event","63 rue de Sèvres","92100","Boulogne-Billancourt","Entreprise","billetterie|conception de logiciels","1992","DSP propose à ses clients (Fédération de Football et de Rugby, Clubs de Football L1-L2,Ligue de Hand…) un ensemble d'outils de gestion et de services stratégiques : billetterie, contrôle d'accès, vente en ligne, etc."
"dui","DUI","1 rue Descartes","75005","Paris","Acteur public","usages|internet","2007","Liée à 2 ministères, la Délégation aux Usages de l'Internet est chargée de diffuser les technologies de l’Internet auprès de l’ensemble des citoyens et d’accompagner les entreprises de l’Internet face aux mutations du réseau."
"dvidea","Dvidea","15 rue jean-baptiste berlier","75013 paris",,"Entreprise",,"2013","Dvidea provides software solutions that help cinema exhibitors benefit from the flexibility of digital cinema.\\\\\\\\nDvidea solutions equip 1500 screens on 3 continents, suiting the needs of independant theaters as well as the world's largest cinema chain."
"dxo-labs","DXO LABS","3 RUE NATIONALE","92100","BOULOGNE BILLANCOURT","Entreprise","edition de logiciels|B2B|conseil","2003","Entreprise spécialisée dans le secteur d'activité de l'edition de logiciels applicatifs."
"dxo-silicon-group","Dxo Silicon Group","3 rue Nationale","92100","Boulogne-Billancourt","Entreprise","ocds","2004","DxO Labs offre des produits et des solutions garantes d'excellence en matière d’imagerie numérique."
"dynseo","DYNSEO","130 rue de lourmel",75015,"Paris","Entreprise","silver économie|seniors|santé",2013,"DYNSEO, ou la dynamique des seniors, est spécialisée dans le développement d'applications mobiles en e-santé, dédiées au Bien Vieillir."
"e-artsup","E-artsup","24 rue Pasteur","94270","Kremlin Bicêtre","École","webdesign|interactif|manager","2001","E-artsup, école supérieure de la création numérique et du multimédia, vise à travers ses différentes filières à former des managers créatifs et passionnés."
"e-blink","E-Blink","3-5 rue Marcel Pagnol","91800","Boussy-Saint-Antoine","Entreprise","télécoms","2005","E-Blink développe des solutions technologiques visant à faciliter le déploiement des réseaux cellulaires."
"e-loue","E-loue","11 rue Debelleyme","75003","Paris","Entreprise","marketplace|location|économie collaborative","2009","E-loue est une plateforme communautaire de location de tout type de bien (voiture, appartement, bricolage, jardinage, costume, etc.) entre particuliers."
"e-pli","e-PLI","6 rue Nicolas Becker","93250","Villemomble","Entreprise","mobile|fichiers","2004","e-PLI permet d'envoyer et recevoir des fichiers volumineux et des communications entre un téléphone mobile et un point d'accès Internet."
"earliz","earliz","4 RUE MORTINAT","92600","ASNIERES SUR SEINE","Entreprise",,"2013","Portail internet pour la gestion et de suivi de projet en ligne."
"easter-eggs","Easter Eggs","44-46 rue de l'Ouest","75014","Paris","Entreprise",,"1997","Easter-eggs est une entreprise de services spécialiste GNU/Linux depuis 1997. Nos domaines d’activités sont le conseil (audit, assistance), l’administration système (intégration, déploiement, support), le développement et la formation."
"easycoz","EasyCoz","47 rue de la Procession 75015 Paris",,,"Entreprise",,"2013","EasyCoz est une plateforme internet type réseau social dont l'objet est de permettre aux acteurs du monde associatif de partager et d’interagir avec pour objectif de permettre aux ONGs de communiquer et de collecter des dons en ligne. www.easycoz.com"
"ebay","Ebay","21 rue de la Banque","75002","Paris","Entreprise","ecommerce","1995","eBay constitue la plus grande communauté d'achat et de vente de biens et de services en ligne."
"ebusiness-information","eBusiness Information","45-47 avenue Carnot",94230,"Cachan","Entreprise","osm|gatling|applications mobiles|jee|designmyapp",2000,"eBiz est une équipe de passionnés au service de la réussite des projets dans les technologies Java/JEE, Spring, Scala, Android ou iOS.
eBiz édite aussi des solutions comme Gatling - stress test - ou DesignMyApp - génération d'apps sur mesure."
"ece","Ece","53, rue de Grenelle","75007","Paris","École","télécoms","2002","Établissement d’enseignement supérieur privé, reconnu par l’État, habilité par la Commission des Titres (CTI) à délivrer le diplôme d’ingénieur."
"ece-paris","ECE Paris","37 quai de Grenelle","75015","Paris","École","ingénieur|hightech","1919","ECE Paris est une école d'ingénieurs généraliste et hightech parce que les technologies numériques sont au cœur de la formation des élèves."
"ecedi","ECEDI","91 avenue de la République",75011,"Paris","Entreprise","ssii|webdesign|applications mobiles|opensource|réseaux sociaux",2002,"Agence web créatrice-conseil en nouvelles technologies, spécialisée depuis 10 ans dans le développement de solutions innovantes au service de l'intérêt général.
De nombreuses collectivités, associations, écoles ou fondations lui font confiance."
"eci-conseil","ECI Conseil","41 avenue de l'Europe ","78140","Vélizy-Villacoublay","Entreprise","systèmes d'information|SSII|conception de logiciels","1998","Société de service en ingéniérie informatique"
"ecitv","ECITV","21 rue Erard","75012","Paris","École","internet|manager|webmedia","2012","L'Ecole d'Internet et de Télévision (ECITV) a pour vocation de former des managers maîtrisant les aspects techniques d'Internet et de la Télévision."
"ecole-centrale-paris","Ecole Centrale Paris","Grande Voie des Vignes Cedex","92295","Chatenay-Malabry","Entreprise","énergie|opensource|télécoms","2009",
"ecole-multimedia","Ecole Multimedia","201 rue Saint Martin","75003","Paris","École","multimédia|webdesign|développeur","1998","L'Ecole Multimedia forme aux métiers de l'Internet, de la communication interactive, du design interactif et de l'informatique multimédia."
"ecole-polytechnique","Ecole Polytechnique","Ecole Polytechnique, route de Saclay","91128","Palaiseau Cedex","École","ingénieur","1976","L'École Polytechnique a pour mission de former des responsables de haut niveau pour les services de l'Etat, les entreprises et la recherche, dans un environnement d'effervescence scientifique et de curiosité intellectuelle."
"ecosense","Ecosense","27 rue du Chemin Vert","75011","Paris","Entreprise","énergie","2012","Fournisseur de services numériques d'efficacité énergétique : réaliser des outils numériques d'analyse et de contrôle de consommation énergétique dans les logements ou bâtiment pour un meilleur confort et un moindre impact économique et écologique."
"ecosys-group-holding-sas","Ecosys Group Holding Sas","103 rue de Grenelle","75007","Paris","Investisseur","cleantech","2010","Accélérateur de croissance pour les entreprises éco-innovantes"
"ectei-paris","ECTEI Paris","53 rue de grenelle","75007","Paris","École","ingénieur|informatique|développeur","1991","ECTEI Paris est une école d'informatique qui propose deux spécialités : Sécurité & Réseaux et Développement Web & Mobilité."
"edbox","Edbox","36 rue Denis Papin","93500","Pantin","Entreprise","indépendants|webdesign|graphisme","2013","Designer freelance. Identité visuelle, contenus statiques et animés pour plateforme mobile et web, interface, ergonomie, gestion de projet"
"edd","EDD","28, boulevard de port royal","75005","paris","Entreprise","presse|veille","1985","EDD administre la1ère plate-forme de presse française numérique, au service des éditeurs, des rediffuseurs spécialisés et des professionnels de l’information : communicants, documentalistes et tous les décideurs concernés."
"edf-commerce","EDF Commerce","Tour EDF- 20 place de la Défense","92050","Paris","Entreprise",,"#NUM!",
"edicit","Edicit","170","avenue Ledru-Rollin 75011 Paris",,"Entreprise","B2B","2006","Agence web conseil en rédaction web, communications et formations numériques créée en 2006 : rédaction web et SEO, production de contenus,  conseil et aide à la refonte de site, intégration et mise en forme..."
"editions-animees","Éditions animées","24 RUE LOUIS BLANC","75010","PARIS","Entreprise","culture|édition|enfants","2014","Éditeur du Cahier de Dessin Animé, un livre de coloriage qui se transforme en film d’animation."
"edjing","Edjing","20 rue d'Issy","92100","Boulogne Billancourt","Entreprise","applications mobiles|culture|musique","2009","Applications de mixage musical disponibles sur les smartphones."
"edouard-albert-designer-mobile","Edouard Albert Designer Mobile","36 Rue Denis Papin",93500,"PANTIN","Entreprise","Mobile|Jeux|webdesign|indépendants",2013,"Services de consulting dans le domaine des applications et jeux pour plateformes mobile et web: parcours utilisateurs, design interface, direction artistique, game design, graphisme."
"educalab","Educalab","4 Rue de la Croix Faron",93210,"Saint-Denis","Incubateur","éducation",2015,"Educalab est un lieu d’innovation et d’accélération de projets dans le domaine de l’e-éducation, de la formation et de l’éducation au numérique."
"edupad","EduPad","8 passage Brûlon","75012","Paris","Entreprise","éducation|mobile","2010","Edupad édite des applications éducatives pour tablettes et mobiles."
"eeleo","eeleo","15 rue Jean-Baptiste Berlier","75013","Paris","Entreprise","télécoms","2009","eeleo offre des produits et services dans le domaine des télécommunications sans fil, notamment dans les applications à fortes contraintes en termes de consommation d'énergie."
"eemi","EEMI","28 place de la Bourse","75002","Paris","École","internet|métiers","2011","L'Ecole Européenne des Métiers de l'Internet propose un cursus sur-mesure pour former à ces métiers : web marketeur, développeur, intégrateur, community manager, web designer, chef de projet, etc."
"efectis","Efectis","Route de l'Orme, Bâtiment Apollo","91193","Saint-Aubin","Entreprise","ocds","2006","Efectis is the European leader in fire science, engineering, tests, inspection and certification and gathers all the fire safety competences and experiences in testing and modelling in France, the Netherlands, Spain, Turkey and many other countries."
"efficacitic","efficaciTIC","26 rue Félix Philippe",78360,"Montesson","Entreprise","conseil|réseaux sociaux|marketing|b2b|formation",2005,"conseil, formations et prestations de services  pour faire de vos outils numériques les alliés de votre développement (centré sur le b2b)"
"efficom-paris","EFFICOM Paris","11 rue Camille Pelletan","92120","Montrouge","École","informatique|web|webdesign","1988","EFFICOM Paris propose des formations dans ces domaines : Graphisme & Design, Audiovisuel, Informatique, Web."
"effisoft","EFFISOFT","26 RUE D'ATHENES","75009","PARIS","Entreprise","informatique|B2B|éditeur de logiciels","1989","Entreprise spécialisée dans le secteur d'activité de l'edition de logiciels applicatifs."
"efisoft","Efisoft","113 avenue Jean-Baptiste Clément","92100","Boulogne-Billancourt","Entreprise","Informatique|Internet|logiciels","2007","Entreprise spécialisée dans l'édition de logiciels applicatifs et dans le développement web"
"eforsports","eForSports","110 rue des Poissonniers","75018","Paris","Entreprise","b2b|billetterie|sport","2011","eForSports est la première agence de services et conseil spécialisée en billetterie. Notre équipe d’experts guide et accompagne les organisateurs d’événements sportifs ou culturels dans la conception et le déploiement de leur stratégie billetterie."
"efrei","EFREI","30 avenue de la République","94800","Villejuif","École","ingénieur|informatique","1957","L'Efrei est une école d'ingénieur généraliste en informatique et technologies du numérique."
"efrei-entrepreneurs","Efrei Entrepreneurs","33 impasse Victor Hugo","94800","Villejuif","Incubateur","ies|hébergement|accompagnement|incubateur",,"Efrei entrepreneurs propose, en parallèle de l’hébergement et de l’accompagnement, des sessions de formations animées par des professionnels de l’entreprise."
"egide","Egide","2 rue Rene Descartes, P.A. de Pissaloup","78190","Trappes","Entreprise","télécoms","1986","Egide conçoit, produit et vend des composants d'encapsulation hermétique (boîtiers) servant à la protection et à l'interconnexion de plusieurs types de puces électroniques ou photoniques. Ces boîtiers ont pour mission d'assurer l'invulnérabilité de systèmes électroniques intégrés ou de puces complexes, sensibles aux environnements thermiques et atmosphériques difficiles."
"egidium-technologies","Egidium Technologies","86 rue de Paris","91400","Orsay","Entreprise","sécurité","2008","Egidium Technologies est une startup française qui développe et commercialise un progiciel intégré et modulaire, révolutionnant la gestion de la sécurité au sein des centres de décision de tous les types de sites sensibles."
"egonocast","Egonocast","15 rue Jean-Baptiste Berlier","75013","Paris","Entreprise","secondscreen|tvinteractive","2009","Egonocast est un éditeur de logiciel pour services de TV interactive."
"egreen","eGreen","110 rue des Poissonniers","75018","Paris","Entreprise","énergie|consommation","2012","eGreen est un dispositif innovant, ludique, social et incitatif qui permet de suivre, de comprendre l’évolution de sa consommation énergétique et d’expérimenter des solutions pour la réduire."
"egylis","Egylis","110 rue des Poissonniers","75018","Paris","Entreprise","mobile|temps réel","2005","Egylis est un éditeur de services mobiles à valeur ajoutée pour les entreprises qui propose Move-On, une plateforme qui permet la création, la personnalisation et le déploiement de services mobiles aux équipes nécessitant un accès à l'information critique en temps réel.\\nIls sont centrés sur les problématiques de la relation client depuis la conquête de nouveaux clients sur le terrain, la consultation de contenu commerciale, le suivi des forces de vente et le support par les équipes de terrain.\\nDisponible A la Demande, la plateforme offre des services prêts à l'emploi et personnalisables sous quelques heures, des outils de reporting et des outils de communication multi-canaux."
"eion","eion","5 rue Legouvé","75010","Paris","Entreprise",,"2012","eion™ Votre image, simplement -- eion™ Your image, simply"
"eiris-conseil","Eiris Conseil","6 Allée des Platanes","78350","Jouy-En-Josas","Entreprise","ocds","2004","Conseil et formation en ingénierie des systèmes complexes."
"eisti","EISTI","2 avenue du Parc","95011","Cergy-Pontoise","École","informatique|webdesign|manager","1983","L'EISTI (Etablissement d'Enseignement Supérieur Technique Privé) est une Grande Ecole d'ingénieurs en informatique."
"eko-software","EKO SOFTWARE","17 rue Neuve Tolbiac","75013","Paris","Entreprise","production|jeux vidéo|développeur","1999","Eko Software est producteur et développeur de jeux vidéo sur console et PC. Le studio développe ses propres créations, mais aussi développe  pour le compte de ses clients des jeux de qualité sous les franchises qui lui sont confiées."
"elaia-partners","Elaia Partners","54 rue de Ponthieu","75008","Paris","Investisseur","capital risque","2002","Elaia Partners est une société indépendante de capital investissement focalisée sur l'économie numérique."
"elapse","Elapse","20 rue Jean Bart","78960","Voisins-Le-Bretonneux","Entreprise","ocds","1998","Éditeur de logiciels spécialisés dans les systèmes d'information du MCO (Maintient en Condition Opérationnel). Logiciels spécialisés dans la gestion de parc d'aéronefs."
"elcimai","ELCIMAI","3 RUE DE LA BRASSERIE GRUBER","77000","MELUN","Entreprise","conseil|SSII|b2b","1999","Entreprise spécialisée dans le secteur des activités des sociétés holding."
"electrolab","Electrolab","75 boulevard du Couchant","92000","Nanterre","Tiers-lieu","hackerspace|électronique",,"L'Electrolab est un hackerspace dédié aux projets ayant une forte connotation électronique et/ou mécanique."
"electronics-for-imaging-france-s-a-r-l","ELECTRONICS FOR IMAGING FRANCE S.A.R.L","23 RUE DU ROULE","75001","Paris","Entreprise","industrie|B2B|éditeur de logiciels","1993","Rhapso est un éditeur de progiciels qui délivre des solutions Full Web, basées sur des briques Open Source. Il fourni aux industries de l'Imprimerie et du Packaging des ERP métiers verticaux, pour optimiser les processus industriels."
"elephants & ventures","elephants & ventures","1 rue Méhul","75002","Paris","Investisseur","capital risque","2015","Elephants&Ventures is an early-stage venture boutique for tech startups. 
We partner with founders and advise them on financing, strategy and business development."
"eliadis","Eliadis","Immeuble Atria, 21 avenue Edouard Belin","92500","Rueil-Malmaison","Entreprise",,"2001","Société de conseil, d’ingénierie et d’édition de logiciel collaboratif"
"ellis-car","Ellis-Car","5 rue Rodier",75009,"Paris","Entreprise","cloud|automobile|Big data",2014,"Entreprise qui propose unlogiciel de gestion de flotte automobile améliore la sécurité routière, reduit les couts et protége l'environnement grâce à l'anticipation Big Data."
"elm-leblanc","Elm Leblanc","124 rue de Stalingrad","93711","Drancy","Entreprise","énergie","1954","Des technologies performantes pour réduire la consommation d'énergie en préservant l'environnement"
