official,office,fonction,direction,date,lobby,lobby_id,subject,location,canceled,source
Cécile Billaux Jon Nyman,Trade,Commissioner's Cabinet,,2015-09-24,Vereniging VNO-NCW (VNO-NCW),13255254129-80,Trade policy overview,"Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=4
Miguel Ceballos Baron,Trade,Commissioner's Cabinet,,2015-09-24,Lenovo,238774916287-66,Digital Trade,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=4
Nele Eichhorn,Trade,Commissioner's Cabinet,,2015-09-24,Trina Solar (Schweiz) AG,37544129782-90,developments in EU solar industry,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=5
Nele Eichhorn,Trade,Commissioner's Cabinet,,2015-09-23,Beryllium Science & Technology Association (BeST),40023137761-50,Beryllium and the EU market,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=5
Miguel Ceballos Baron,Trade,Commissioner's Cabinet,,2015-09-22,Polint Ltd (Polint),69369266684-67,future trade strategy,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=5
Nele Eichhorn,Trade,Commissioner's Cabinet,,2015-09-22,The European Steel Association (EUROFER),93038071152-83,anti-dumping on steel,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=5
Miguel Ceballos Baron Nele Eichhorn,Trade,Commissioner's Cabinet,,2015-09-22,Alcoa Europe SA (Alcoa),6018012754-28,Global developments in Aluminium,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=5
Miguel Ceballos Baron,Trade,Commissioner's Cabinet,,2015-09-21,Semiconductor Industry Association (SIA),602016118609-78,Semiconductor markets,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=5
Nele Eichhorn Maria Asenius,Trade,Commissioner's Cabinet,,2015-09-18,Mannheimer Swartling Advokatbyrå (MSA),623598718693-65,Anti-dumping on steel,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=5
Miguel Ceballos Baron,Trade,Commissioner's Cabinet,,2015-09-18,PERNOD RICARD,352172811-92,Trademarks in the US,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=5
Jon Nyman,Trade,Commissioner's Cabinet,,2015-09-18,spiritsEUROPE (spiritsEUROPE),64926487056-58,Market access challenges in Asia,"Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=5
Nele Eichhorn,Trade,Commissioner's Cabinet,,2015-09-17,EU ProSun,637930515146-10,developments in the solar industry,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=5
Nele Eichhorn Miguel Ceballos Baron Maria Asenius,Trade,Commissioner's Cabinet,,2015-09-17,Confederation of European Paper Industries (CEPI),72279144480-58,AEGIS presenting new study on consequences of granting MES to China,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=6
Nele Eichhorn,Trade,Commissioner's Cabinet,,2015-09-16,Brussels Office of the Swedish Trade Unions,69927546143-06,How the Commission works & trade policy,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=6
Maria Asenius,Trade,Commissioner's Cabinet,,2015-09-16,Chamber of Commerce of the United States of America,444722016787-61,Outlook for TTIP negotiations; the new proposal on investment protection.,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=6
Nele Eichhorn,Trade,Commissioner's Cabinet,,2015-09-15,Atlantic Council,524686116124-73,transatlantic digital agenda,"Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=6
Jon Nyman Maria Asenius,Trade,Commissioner's Cabinet,,2015-09-14,EU-ASEAN Business Council (EU-ABC),614220318268-60,1) Debrief from Business Summit in Kuala Lumpur in August; 2) Possible ways to cooperate in future; 3) Pol. outlook for ASEAN-region.,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=6
Nele Eichhorn,Trade,Commissioner's Cabinet,,2015-09-11,Ericsson,02021363105-42,digital trade,"Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=6
Christian Burgsmueller,Trade,Commissioner's Cabinet,,2015-09-11,European Composer and Songwriter Alliance (ECSA),71423433087-91,TTIP,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=6
Nele Eichhorn,Trade,Commissioner's Cabinet,,2015-09-10,IMPALA Association Internationale AISBL (IMPALA),12383069253-19,"TTIP and culture, DSM, IMPALA's 10-point plan",Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=6
Jon Nyman,Trade,Commissioner's Cabinet,,2015-09-02,Etihad Airways,142277315551-86,European aviation policy,Brussels Belgium,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=6
Nele Eichhorn,Trade,Commissioner's Cabinet,,2015-08-11,Celanese International Holdings Luxembourg S.a.r.l.,136471418317-25,Anti-dumping proceeding on Acesulfame Potassium (Ace-K),Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=6
Maria Asenius,Trade,Commissioner's Cabinet,,2015-07-24,SYNTHOS Spółka Akcyjna (SYNTHOS S.A.),169178518197-11,Anti-dumping case,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=7
Maria Asenius,Trade,Commissioner's Cabinet,,2015-07-23,The European Steel Association (EUROFER),93038071152-83,Anti-dumping case,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=7
Miguel Ceballos Baron,Trade,Commissioner's Cabinet,,2015-07-22,Unione Nazionale Industria Conciaria (UNIC),444268914663-08,Hides and skins sector in world trade,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=7
Miguel Ceballos Baron,Trade,Commissioner's Cabinet,,2015-07-22,spiritsEUROPE (spiritsEUROPE),64926487056-58,Exports of spirits to Colombia,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=7
Maria Asenius,Trade,Commissioner's Cabinet,,2015-07-17,Confederation of Swedish Enterprise,39912257528-48,Trade Policy in general,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=7
Nele Eichhorn,Trade,Commissioner's Cabinet,,2015-07-16,European Association of the Electricity Transmission and Distribution Equipment and Services Industry (T&D Europe),90453504235-64,Anti-dumping proceeding with regard to imports of GOES,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=7
Christian Burgsmueller Maria Asenius,Trade,Commissioner's Cabinet,,2015-07-16,European Community Shipowner's Associations (ECSA),59004966537-01,TTIP,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=7
Maria Asenius Nele Eichhorn,Trade,Commissioner's Cabinet,,2015-07-16,Samsung Electronics Europe,40471017282-57,Turkey safeguard measures,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=7
Christian Burgsmueller,Trade,Commissioner's Cabinet,,2015-07-15,EPIA SolarPower Europe,2680046412-48,TTIP; Energy,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=7
Nele Eichhorn,Trade,Commissioner's Cabinet,,2015-07-15,DIGITALEUROPE (DE),64270747023-20,Digital trade,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=7
Christian Burgsmueller,Trade,Commissioner's Cabinet,,2015-07-10,Hume Brophy (HB),3843982938-44,TTIP,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=8
Nele Eichhorn,Trade,Commissioner's Cabinet,,2015-07-09,Euro-Mit Staal B.V.,764053816681-64,Anti-dumping proceeding with regard to imports of (GOES),Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=8
Jon Nyman,Trade,Commissioner's Cabinet,,2015-07-09,Microsoft Corporation,0801162959-21,"Digital trade agenda, services trade, TiSA and TTIP negotiations.",Brussels Belgium,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=8
Jon Nyman,Trade,Commissioner's Cabinet,,2015-07-09,International Road Transport Union Permanent Delegation to the EU (IRU),41802525291-86,Activities of the IRU and implementation of the WTO Trade Facilitation Agreement.,Brussels Belgium,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=8
Joakim Larsson,Trade,Commissioner's Cabinet,,2015-07-08,Confederation of Swedish Enterprise,39912257528-48,TTIP,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=8
Nele Eichhorn,Trade,Commissioner's Cabinet,,2015-07-06,Confederation of European Paper Industries (CEPI),72279144480-58,Paper industry trade cases,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=8
Nele Eichhorn,Trade,Commissioner's Cabinet,,2015-07-06,American Chamber of Commerce to the European Union (AmCham EU),5265780509-97,AmCham EU's priorities for a DSM,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=8
Maria Asenius,Trade,Commissioner's Cabinet,,2015-07-03,Chamber of Commerce of the United States of America,444722016787-61,EU-US relations perceptions,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=8
Nele Eichhorn Maria Asenius,Trade,Commissioner's Cabinet,,2015-07-03,FIDAL,860364318039-81,Anti-dumping case,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=8
Maria Asenius Jon Nyman Joakim Larsson,Trade,Commissioner's Cabinet,,2015-07-02,LobbyControl,6314918394-16,Transparency notably of TiSA,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=8
Christian Burgsmueller,Trade,Commissioner's Cabinet,,2015-07-01,Ford Motor Company (FMC),21851435137-02,TTIP; Automotive industry,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=9
Christian Burgsmueller Maria Asenius,Trade,Commissioner's Cabinet,,2015-07-01,"EUPPORTUNITY (QB, Lda.) (EUPPORTUNITY)",38225546532-14,TTIP,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=9
Nele Eichhorn,Trade,Commissioner's Cabinet,,2015-07-01,Medtronic (MDT),503957813562-10,Developments in medical devices market,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=9
Nele Eichhorn Maria Asenius,Trade,Commissioner's Cabinet,,2015-07-01,Confederation of British Industry (CBI),73725676990-18,Trade debate general,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=9
Nele Eichhorn,Trade,Commissioner's Cabinet,,2015-06-30,Groupement Européen des Sociétés d'Auteurs et Compositeurs (GESAC),36529354479-57,DSM and copyright,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=9
Christian Burgsmueller,Trade,Commissioner's Cabinet,,2015-06-30,EUROPEAN AUSTRALIAN BUSINESS COUNCIL (EABC),56953548578-36,Australia; FTA,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=9
Nele Eichhorn,Trade,Commissioner's Cabinet,,2015-06-30,Institut Européen des Armes de Chasse et de Sport (IEACS),208929410103-47,European civilian and sporting arms and ammunition,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=9
Maria Asenius,Trade,Commissioner's Cabinet,,2015-06-26,Transatlantic Institute (TAI),95713206856-14,Labelling of products from Israel,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=9
Nele Eichhorn,Trade,Commissioner's Cabinet,,2015-06-26,Confederation of Businessmen and Industrialists of Turkiye (TUSKON),05241797002-90,Recent developments in Turkey,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=9
Maria Asenius Nele Eichhorn,Trade,Commissioner's Cabinet,,2015-06-24,Japan Machinery Center for Trade and Investment,539264617342-19,Anti-dumping proceeding with regard to imports of (GOES),Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=9
Maria Asenius Nele Eichhorn,Trade,Commissioner's Cabinet,,2015-06-24,Information Technology Industry Council (ITI),061601915428-87,TTIP negotiations,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=10
Miguel Ceballos Baron Maria Asenius,Trade,Commissioner's Cabinet,,2015-06-23,QUALCOMM Inc. (QCOM (NASDAQ)),00358442856-45,Intellectual property rights generally; EU-US; TTIP.,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=10
Christian Burgsmueller,Trade,Commissioner's Cabinet,,2015-06-19,Daimler Aktiengesellschaft (DAI),2349218828-41,TTIP,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=10
Maria Asenius Nele Eichhorn,Trade,Commissioner's Cabinet,,2015-06-11,European Plastics Converters Association (EuPC),93255296152-29,Duty free imports of two types of plastics,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=10
Nele Eichhorn,Trade,Commissioner's Cabinet,,2015-06-09,Borealis AG (Borealis),24298121313-54,Anti-dumping duties in the light of China´s protocol of accession to WTO,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=10
Maria Asenius Nele Eichhorn,Trade,Commissioner's Cabinet,,2015-06-05,Cerame-Unie,79465004946-12,China policy,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=10
Miguel Ceballos Baron,Trade,Commissioner's Cabinet,,2015-06-04,Airbus Group N.V.,2732167674-76,Aerospace industry,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=10
Maria Asenius Nele Eichhorn,Trade,Commissioner's Cabinet,,2015-06-03,The European Azerbaijan Society - Brussels office (TEAS),163313114609-84,About an invitation to a business event in October,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=10
Christian Burgsmueller,Trade,Commissioner's Cabinet,,2015-06-03,European Chemical Industry Council (Cefic),64879142323-90,"Energy, Chemicals",Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=10
Nele Eichhorn Maria Asenius,Trade,Commissioner's Cabinet,,2015-06-02,DIGITALEUROPE (DE),64270747023-20,DSM & TTIP,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=10
Miguel Ceballos Baron,Trade,Commissioner's Cabinet,,2015-06-02,Vandoren Consulting,427689917359-19,Palm oil labelling,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=11
Nele Eichhorn,Trade,Commissioner's Cabinet,,2015-06-02,MSLGROUP Brussels - Division of NICEWORK SA,19747905832-33,DSM and copyright reform in international context,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=11
Miguel Ceballos Baron,Trade,Commissioner's Cabinet,,2015-05-19,Dow Europe GmbH (Dow),38235121060-73,Chemical sector and trade agenda,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=11
Miguel Ceballos Baron,Trade,Commissioner's Cabinet,,2015-05-19,G Plus Ltd (gplus brussels),7223777790-86,Copyright and digital market,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=61aa8586-2b0d-4394-b196-30c13f1fa663&d-6679426-p=11
