official,office,fonction,direction,date,lobby,lobby_id,subject,location,canceled,source
Jonathan Hill,Financial Markets,Commissioner,,2015-07-17,Legal & General Group Plc (L&G),551684916877-74,Financial Services Policy,London,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=4
Jonathan Hill,Financial Markets,Commissioner,,2015-07-10,The Royal Bank of Scotland (RBS),483974815034-52,Financial Services Policy,London,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=4
Jonathan Hill,Financial Markets,Commissioner,,2015-07-10,London Stock Exchange Group (LSEG),550494915045-08,Financial Services Policy,London,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=4
Jonathan Hill,Financial Markets,Commissioner,,2015-07-10,The Royal Bank of Scotland (RBS) ,483974815034-52,Financial Services Policy,London,True,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=4
Jonathan Hill,Financial Markets,Commissioner,,2015-07-10,London Stock Exchange Group (LSEG) ,550494915045-08,Financial Services Policy,London,True,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=4
Jonathan Hill,Financial Markets,Commissioner,,2015-07-10,"Banco Santander, S.A.",799142914971-03,Financial Services Policy,lONDON,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=4
Jonathan Hill,Financial Markets,Commissioner,,2015-07-10,MoneySavingExpert.com Limited,845534218111-15,Financial Service Policy,London,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=4
Jonathan Hill,Financial Markets,Commissioner,,2015-06-29,"McGraw Hill Financial, Inc. (MHFI) ",319148015141-55,Financial Services Policy,London,True,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=4
Jonathan Hill,Financial Markets,Commissioner,,2015-06-29,Moody's Shared Services UK Ltd. (Moody's) ,55916968748-36,Financial Services Policy,London,True,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=4
Jonathan Hill,Financial Markets,Commissioner,,2015-06-25,European Savings and Retail Banking Group (ESBG),8765978796-80,Financial Services Policy,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=4
Jonathan Hill,Financial Markets,Commissioner,,2015-06-17,European Round Table of Industrialists (ERT),25487567824-45,Capital Markets Union/Capital Requirements Regulation/Markets in Financial Instruments Directive II,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=5
Jonathan Hill,Financial Markets,Commissioner,,2015-06-16,Global Counsel LLP (GC),590425913785-60,Informal discussion on future challenges for Europe,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=5
Jonathan Hill,Financial Markets,Commissioner,,2015-06-12,Aviva Plc (Aviva),86270761494-62,Financial Services Policy,London,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=5
Jonathan Hill,Financial Markets,Commissioner,,2015-06-11,European Banking Federation (EBF),4722660838-23,Banking regulation and capital markets union,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=5
Jonathan Hill,Financial Markets,Commissioner,,2015-06-08,Banco Popular Español (BPE),554266514967-88,Capital Markets Union,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=5
Jonathan Hill,Financial Markets,Commissioner,,2015-06-03,Pensioenfederatie (Federation of the Dutch Pension Funds) (PF),84476202986-17,Capital Markets Union + Financial Services Policy,"Amsterdam, The Netherlands",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=5
Jonathan Hill,Financial Markets,Commissioner,,2015-06-02,KBC Group NV (KBC),745225910014-90,Capital Markets Union; banking and insurance regulation,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=5
Jonathan Hill,Financial Markets,Commissioner,,2015-05-29,The Alternative Investment Management Association Limited (AIMA),232566516087-90,Long-term financing/securitisation,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=5
Jonathan Hill,Financial Markets,Commissioner,,2015-05-26,Marsh and McLennan Companies,,Capital Markets Union,London,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=5
Jonathan Hill,Financial Markets,Commissioner,,2015-05-12,Council of European Energy Regulators (CEER),65470797015-89,Markets in Financial Instruments Directive II/Energy Companies,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=5
Jonathan Hill,Financial Markets,Commissioner,,2015-05-08,The Investment Association,5437826103-53,Asset management/Capital Markets Union,London,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=6
Jonathan Hill,Financial Markets,Commissioner,,2015-05-08,The Investment Association,5437826103-53,Financial Services Policy,London,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=6
Jonathan Hill,Financial Markets,Commissioner,,2015-05-08,Association of British Insurers (ABI),730137075-36,Financial Services Policy,London,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=6
Jonathan Hill,Financial Markets,Commissioner,,2015-05-01,Which?,03845856565-52,Financial Services Policy,London,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=6
Jonathan Hill,Financial Markets,Commissioner,,2015-04-30,European Federation of Building Societies (EFBS),33192023937-30,Capital Markets Union,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=6
Jonathan Hill,Financial Markets,Commissioner,,2015-04-21,Institute of Directors (IoD),469253615206-77,Financial Service Policy,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=6
Jonathan Hill,Financial Markets,Commissioner,,2015-04-17,"EEF, the manufacturers' organisation (EEF)",014218910510-57,Financial Services Policy,London,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=6
Jonathan Hill,Financial Markets,Commissioner,,2015-04-16,Rolls-Royce plc,58290033126-06,Financial Services Policy,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=6
Jonathan Hill,Financial Markets,Commissioner,,2015-04-16,Global Reporting Initiative (GRI),01437575131-45,Non-financial reporting,"Belgium, Brussels, BERL",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=6
Jonathan Hill,Financial Markets,Commissioner,,2015-04-15,Schweizerische Bankiervereinigung (SBVg),880304716184-26,Introductory Meeting,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=6
Jonathan Hill,Financial Markets,Commissioner,,2015-03-30,APG Groep N.V. (APG),18614026826-73,Asset management issues,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=7
Jonathan Hill,Financial Markets,Commissioner,,2015-03-26,Deutsche Bank AG (DB),271912611231-56,Banking Structural Reform,"Belgium, Brussels, BERL",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=7
Jonathan Hill,Financial Markets,Commissioner,,2015-03-25,EuropeanIssuers (EuropeanIssuers),20935778703-23,Capital Markets Union,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=7
Jonathan Hill,Financial Markets,Commissioner,,2015-03-18,Association of European Businesses (AEB),849798415326-80,Financial Services Policy,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=7
Jonathan Hill,Financial Markets,Commissioner,,2015-03-17,Bundesverband deutscher Banken e.V. (Bankenverband),0764199368-97,Financial regulation,"Frankfurt am Main, Germany",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=7
Jonathan Hill,Financial Markets,Commissioner,,2015-03-16,Deutsche Börse AG (DBG),20884001341-42,Central counterparties,"Frankfurt am Main, Germany",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=7
Jonathan Hill,Financial Markets,Commissioner,,2015-03-16,BRAIN AG,797637316590-16,Capital markets union,"Frankfurt am Main, Germany",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=7
Jonathan Hill,Financial Markets,Commissioner,,2015-03-13,Open Europe,73494557272-88,Financial Services Policy,London,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=7
Jonathan Hill,Financial Markets,Commissioner,,2015-03-13,"The Goldman Sachs Group, Inc. (GS)",701266814986-18,Financial Services Policy,London,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=7
Jonathan Hill,Financial Markets,Commissioner,,2015-03-12,National Association of Pension Funds (NAPF),968730515094-08,Financial Services Policy,Edinburgh,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=7
Jonathan Hill,Financial Markets,Commissioner,,2015-03-06,"Union européenne de l'Artisanat et des petites et moyennes entreprises, aisbl (UEAPME)",55820581197-35,Capital Markets Union + SMEs,"Belgium, Brussels, BERL",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=8
Jonathan Hill,Financial Markets,Commissioner,,2015-03-05,UniCredit,03094871618-32,Banking issues,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=8
Jonathan Hill,Financial Markets,Commissioner,,2015-03-05,BUSINESSEUROPE,3978240953-79,Capital Markets Union + industry,"Belgium, Brussels, BERL",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=8
Jonathan Hill,Financial Markets,Commissioner,,2015-03-04,Österreichischer Sparkassenverband,22115995998-08,"Introductory meeting, Capital Markets Union, Retail financial services",Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=8
Jonathan Hill,Financial Markets,Commissioner,,2015-03-03,ING Group,12112965774-95,Overview of Financial Services policy,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=8
Jonathan Hill,Financial Markets,Commissioner,,2015-02-27,BlackRock (BLK),51436554494-18,EU and US Regulatory Agenda in Financial Services,New York,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=8
Jonathan Hill,Financial Markets,Commissioner,,2015-02-27,Intercontinental Exchange (ICE),141041215133-83,EU and US Regulatory Agenda in Financial Services,New York,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=8
Jonathan Hill,Financial Markets,Commissioner,,2015-02-27,Managed Funds Association (MFA),041415315167-65,EU and US Regulatory Agenda in Financial Services,New York,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=8
Jonathan Hill,Financial Markets,Commissioner,,2015-02-26,"The Goldman Sachs Group, Inc. (GS)",701266814986-18,EU and US Regulatory Agenda in Financial Services,New York,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=8
Jonathan Hill,Financial Markets,Commissioner,,2015-02-20,Morgan Stanley (MS),29701922039-63,Financial Services Policy,London,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=8
Jonathan Hill,Financial Markets,Commissioner,,2015-02-20,Barclays PLC,72390466359-39,Financial Services Policy,London,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=9
Jonathan Hill,Financial Markets,Commissioner,,2015-02-20,Financial Reporting Council (FRC),891654116196-35,Financial Services Policy,London,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=9
Jonathan Hill,Financial Markets,Commissioner,,2015-02-19,Euronext (ENXT),17804464809-28,Markets in Financial Instruments Directive (MiFID)/Capital Markets Union/European Market Infrastructure Regulation (EMIR),Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=9
Jonathan Hill,Financial Markets,Commissioner,,2015-02-18,BVI Bundesverband Investment und Asset Management e.V. (BVI),96816064173-47,Markets in Financial Instruments Directive (MiFID)/Capital Markets Union (CMU),Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=9
Jonathan Hill,Financial Markets,Commissioner,,2015-02-18,Fédération Française des Sociétés d'Assurances (FFSA),5149794935-37,"IORP II, Solvency II, CMU",Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=9
Jonathan Hill,Financial Markets,Commissioner,,2015-02-13,KfW Bankengruppe (KfW),79019799690-13,Banking and markets,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=9
Jonathan Hill,Financial Markets,Commissioner,,2015-02-12,Society for Worldwide Interbank Financial Telecommunication (SWIFT),011095511691-05,Financial Services Policy,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=9
Jonathan Hill,Financial Markets,Commissioner,,2015-02-05,BP p.l.c. (BP),3394026642-58,Introductory Meeting,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=9
Jonathan Hill,Financial Markets,Commissioner,,2015-01-30,FIA Europe (FIA Europe),803137414612-21,Introductory Meeting,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=9
Jonathan Hill,Financial Markets,Commissioner,,2015-01-30,Aviva Plc (Aviva),86270761494-62,Capital Markets Union,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=9
Jonathan Hill,Financial Markets,Commissioner,,2015-01-29,European Fund and Asset Management Association (EFAMA),3373670692-24,"CMU, Long-term savings, Product disclosure",Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=10
Jonathan Hill,Financial Markets,Commissioner,,2015-01-29,European Union Chamber of Commerce in China (EUCCC),592343015058-67,Introductory Meeting,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=10
Jonathan Hill,Financial Markets,Commissioner,,2015-01-29,Investor AB (Investor AB),190987114891-73,Corporate governance; long-term investment access to risk capital for European companies,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=10
Jonathan Hill,Financial Markets,Commissioner,,2015-01-28,TheCityUK,237922911665-25,Financial Services Policy,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=10
Jonathan Hill,Financial Markets,Commissioner,,2015-01-27,Commerzbank AG,83370363079-88,"BSR, TLAC, CMU",Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=10
Jonathan Hill,Financial Markets,Commissioner,,2015-01-27,BlackRock (BLK),51436554494-18,"ELTIF, CMU",Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=10
Jonathan Hill,Financial Markets,Commissioner,,2015-01-27,Association for Financial Markets in Europe (AFME),65110063986-76,Capital Markets Union,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=10
Jonathan Hill,Financial Markets,Commissioner,,2015-01-26,International Capital Market Association (ICMA),0223480577-59,Capital Markets Union,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=10
Jonathan Hill,Financial Markets,Commissioner,,2015-01-23,London Stock Exchange Group (LSEG),550494915045-08,Financial Services Policy,"London, UK",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=10
Jonathan Hill,Financial Markets,Commissioner,,2015-01-23,New Financial,435008814959-36,Financial Services Policy,"London, UK",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=10
Jonathan Hill,Financial Markets,Commissioner,,2015-01-22,BNP PARIBAS,78787381113-69,Financial Services Policy 2015 especially capital markets union,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=11
Jonathan Hill,Financial Markets,Commissioner,,2015-01-21,The Western Union Company (WU),35525111082-17,Financial Services Policy,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=11
Jonathan Hill,Financial Markets,Commissioner,,2015-01-20,UBS Group AG (UBS),365453815252-29,Implementation/completion of the financial reform/prospects for further financial regulation and CMU,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=11
Jonathan Hill,Financial Markets,Commissioner,,2015-01-19,International Financial Reporting Standards (IFRS) Foundation (IFRS Foundation),830882416841-19,IFRS,"Brussels, BERL 10th floor",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=11
Jonathan Hill,Financial Markets,Commissioner,,2015-01-12,EUROPEAN TRADE UNION CONFEDERATION (ETUC),06698681039-26,Introductory meeting + discussion of priorities for 2015 in financial services,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=11
Jonathan Hill,Financial Markets,Commissioner,,2014-12-17,Insurance Europe (Insurance Europe),33213703459-54,Insurers' major role as institutional investors in the European economy,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=11
Jonathan Hill,Financial Markets,Commissioner,,2014-12-15,HSBC Holdings PLC,001866415031-87,"Bank stress tests, LCR, CMU, Bank structural reform, TLAC",Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=11
Jonathan Hill,Financial Markets,Commissioner,,2014-12-09,European Banking Federation (EBF),4722660838-23,Financial services: priorities for 2015 including Capital Markets Union,"Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=11
Jonathan Hill,Financial Markets,Commissioner,,2014-12-09,Prime Collateralised Securities (PCS) UK Limited (PCS),225892115033-33,"Securitisation aspects of CMU and CMU more broadly, PCS initiative",Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=11
Jonathan Hill,Financial Markets,Commissioner,,2014-12-04,EUROCHAMBRES – Association of European Chambers of Commerce and Industry (eurochambres),0014082722-83,Financial and capital markets policy,Brussels - Belgium,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=11
Jonathan Hill,Financial Markets,Commissioner,,2014-12-04,Intercontinental Exchange (ICE),141041215133-83,Introductory meeting,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=12
Jonathan Hill,Financial Markets,Commissioner,,2014-12-02,Federation of European Securities Exchanges (FESE),71488206456-23,Capital Markets Union,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=12
Jonathan Hill,Financial Markets,Commissioner,,2014-12-02,London Stock Exchange Group (LSEG),550494915045-08,Financial Services Policy,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=ebb93164-c494-436e-b965-e367adbcae32&d-6679426-p=12
Violeta Bulc,Transport,Commissioner,,2015-11-17,European Forum for Agricultural and Rural Advisory Services (EUFRAS),808043113459-74,Lunch with Janez Potočnik,"Brussels, Belguim",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44
Violeta Bulc,Transport,Commissioner,,2015-11-16,Emirates Airline (EK),501968312339-22,"Meeting with Emirates CEO, Tim Clark","Brussels, Belguim",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44
Violeta Bulc,Transport,Commissioner,,2015-11-12,CONSEIL DE COOPERATION ECONOMIQUE (CCE),146893419149-74,Working lunch with CCE representatives,"Brussels, Belguim",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44
Violeta Bulc,Transport,Commissioner,,2015-11-10,Airbus Group N.V.,2732167674-76,Working lunch with Airbus representatives,"Dubai, United Arab Emirates",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44
Violeta Bulc,Transport,Commissioner,,2015-11-10,Emirates Airline (EK),501968312339-22,Meeting Emirates Airline representatives,"Dubai, United Arab Emirates",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44
Violeta Bulc,Transport,Commissioner,,2015-11-06,Assicurazioni Generali S.p.A,600525713796-88,Meeting Generali CEO,"Brussels, Belguim",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44
Violeta Bulc,Transport,Commissioner,,2015-11-06,Alitalia Società Aerea Italiana S.p.A.,577284319505-88,Commissioner Bulc meeting Alitalia representatives,"Brussles, Belguim",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44
Violeta Bulc,Transport,Commissioner,,2015-11-05,Deutsche Bahn AG (DB),4516220482-22,Meeting CEO of Deutsche Bahn,"Brussels, Belguim",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44
Violeta Bulc,Transport,Commissioner,,2015-10-20,Groupe EUROTUNNEL (GET SE),092337815041-92,Visiting operations of Eurotunnel,"Calais, France",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44
Violeta Bulc,Transport,Commissioner,,2015-10-15,Razvojni center Srca Slovenije,332222319196-63,Meeting Razvojni center Srca Slovenije representative,"Brussels, Belguim",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44
Violeta Bulc,Transport,Commissioner,,2015-10-15,EUROCITIES,12493392840-79,Meeting Eurocities representatives,"Brussels, Belguim",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=2
Violeta Bulc,Transport,Commissioner,,2015-10-15,Airports Council International - European Region (ACI EUROPE),42566063487-73,Meeting board of ACI Europe,"Brussels, Belguim",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=2
Violeta Bulc,Transport,Commissioner,,2015-10-12,European Federation of Road Traffic Victims (FEVR),47172565855-96,Meeting FEVR representatives,"Brussels, Belguim",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=2
Violeta Bulc,Transport,Commissioner,,2015-10-12,Fédération Internationale de l'Automobile (FIA),84839535366-67,Meeting Jean Todt as UN special envoy for Road Safety,"Brussels, Belguim",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=2
Violeta Bulc,Transport,Commissioner,,2015-10-05,European Road Transport Telematics Implementation Coordination Organisation-Intelligent Transport Systems & Services Europe (ERTICO-ITS Europe),12971262634-76,Meeting ERTICO representative,"Bordeaux, France",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=2
Violeta Bulc,Transport,Commissioner,,2015-10-02,UPS Europe SPRL/BVBA,07691616536-09,Meeting UPS Europe representatives,"Brussels, Belguim",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=2
Violeta Bulc,Transport,Commissioner,,2015-10-02,KLM Royal Dutch Airlines (KLM),76441066192-30,Meeting representives of 5 airline companies,"Brussels, Belguim",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=2
